"CASE","language","am_ar_1","am_ar_2","am_ar_3","am_ar_4","bed_ar_1","bed_ar_2","bed_ar_3","bed_ar_4","ds_ar_1","ds_ar_2","ds_ar_3","ds_ar_4","mvs_ar_1","mvs_ar_2","mvs_ar_3","mvs_ar_4","am_bi_1","am_bi_2","am_bi_3","bed_bi_1","bed_bi_2","bed_bi_3","ds_bi_1","ds_bi_2","ds_bi_3","mvs_bi_1","mvs_bi_2","mvs_bi_3","am_gr_1","am_gr_2","bed_gr_1","bed_gr_2","ds_gr_1","ds_gr_2","mvs_gr_1","mvs_gr_2","am_me_1","am_me_2","am_me_4","am_me_5","am_me_6","am_me_7","bed_me_1","bed_me_2","bed_me_4","bed_me_5","bed_me_6","bed_me_7","ds_me_1","ds_me_2","ds_me_3","ds_me_4","ds_me_5","ds_me_6","ds_me_7","mvs_me_1","mvs_me_2","mvs_me_4","mvs_me_5","mvs_me_6","mvs_me_7","am_pe_1","am_pe_2","am_pe_3","am_pe_4","bed_pe_1","bed_pe_2","bed_pe_3","bed_pe_4","ds_pe_1","ds_pe_2","ds_pe_3","ds_pe_4","mvs_pe_1","mvs_pe_2","mvs_pe_3","mvs_pe_4","am_se_1","am_se_2","am_se_3","am_se_4","bed_se_1","bed_se_2","bed_se_3","bed_se_4","ds_se_1","ds_se_2","ds_se_3","ds_se_4","mvs_se_1","mvs_se_2","mvs_se_3","mvs_se_4","am_ar_sum","am_bi_sum","am_gr_sum","am_me_sum","am_pe_sum","am_se_sum","bed_ar_sum","bed_bi_sum","bed_gr_sum","bed_me_sum","bed_pe_sum","bed_se_sum","ds_ar_sum","ds_bi_sum","ds_gr_sum","ds_me_sum","ds_pe_sum","ds_se_sum","mvs_ar_sum","mvs_bi_sum","mvs_gr_sum","mvs_me_sum","mvs_pe_sum","mvs_se_sum"
772,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,"EN",7,6,7,7,6,7,7,6,6,7,7,6,7,7,6,7,7,6,6,7,7,7,6,6,7,6,7,7,7,7,7,6,7,6,7,7,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,7,7,6,7,5,6,7,6,7,6,7,7,6,7,6,7,6,3,4,5,7,7,7,6,6,7,5,6,7,7,7,7,27,19,14,29,27,18,26,21,13,29,24,27,26,19,13,34,27,24,27,20,14,29,26,28
774,"EN",6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,4,4,4,5,5,4,6,6,4,4,4,5,7,6,7,6,6,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,7,7,7,4,7,6,6,6,7,7,7,4,6,6,6,4,4,5,5,5,5,5,5,5,6,6,6,6,5,5,6,6,24,12,13,30,25,19,24,14,13,30,25,20,24,16,12,35,25,24,23,13,13,24,22,22
777,"EN",6,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,5,7,7,7,4,7,7,7,5,7,7,7,4,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,27,21,14,30,26,27,25,21,14,30,25,27,28,21,14,35,26,27,28,21,12,30,25,27
778,"ES",7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,6,6,7,7,7,7,7,7,7,7,7,6,6,7,7,6,7,7,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,4,1,5,4,5,1,7,7,7,4,4,4,7,4,7,7,4,7,3,7,7,7,4,7,4,7,4,7,7,7,28,12,14,41,19,25,26,12,12,40,15,24,28,12,14,46,25,22,25,12,14,42,19,25
779,"EN",7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,21,14,30,28,28,28,21,14,30,28,28,22,21,14,35,28,28,28,21,14,30,28,28
780,"ES",7,7,7,7,5,6,7,6,6,7,6,7,5,6,7,6,1,1,1,1,1,1,1,2,1,1,1,1,7,7,6,6,5,4,4,4,4,4,7,7,7,4,4,4,7,5,4,4,4,4,4,7,6,6,4,4,4,7,7,4,4,7,7,4,1,6,4,4,2,3,3,3,2,3,2,4,1,2,7,7,6,4,7,7,5,4,5,6,4,4,7,7,6,28,3,14,33,19,22,24,3,12,28,16,23,26,4,9,35,11,19,24,3,8,30,10,24
781,"EN",7,7,7,7,6,4,4,6,7,4,4,7,6,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,5,7,7,7,4,6,6,6,4,7,7,7,4,6,5,6,4,7,7,7,7,6,6,6,6,7,7,7,7,6,6,6,6,28,21,14,30,25,28,20,21,14,28,22,24,22,21,14,33,25,28,22,21,12,28,21,24
782,"EN",5,7,7,7,5,7,7,7,7,7,7,7,7,7,5,3,5,5,5,5,5,5,5,5,5,3,3,3,6,6,6,6,7,7,3,3,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,2,4,2,2,5,5,5,2,5,5,5,2,7,7,7,2,5,5,6,2,5,7,7,6,5,7,7,6,5,7,6,6,7,7,7,7,26,15,12,29,17,25,26,15,12,29,17,25,28,15,14,35,23,24,22,9,6,19,18,28
783,"EN",7,7,7,7,7,7,7,7,5,5,5,5,7,7,7,7,7,7,7,5,5,5,2,2,2,7,7,7,7,7,7,7,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,5,5,4,6,6,6,4,7,7,7,4,5,7,5,6,5,7,6,6,5,7,4,6,5,5,5,6,28,21,14,30,19,23,28,15,14,30,21,24,20,6,10,35,22,22,28,21,14,30,25,21
784,"EN",7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,4,7,7,7,4,7,7,7,7,7,7,7,4,7,7,7,7,3,7,7,7,7,7,7,7,5,7,7,7,28,21,14,30,25,28,26,21,14,30,25,24,28,21,14,35,28,28,28,21,14,30,25,26
785,"EN",2,1,1,4,2,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,3,3,2,1,4,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,4,1,4,4,4,4,5,5,5,4,4,4,4,8,3,10,21,5,15,5,3,4,17,4,13,7,3,6,21,4,19,7,3,3,16,4,16
786,"ES",4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,4,6,6,6,3,6,6,6,3,6,6,6,19,12,14,36,20,20,24,18,12,40,24,22,24,18,12,49,24,21,24,18,12,42,24,21
787,"EN",6,6,6,6,5,5,5,5,4,5,3,3,2,1,1,1,5,5,5,5,5,5,3,3,3,1,1,1,7,7,5,5,5,5,1,1,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,2,2,1,1,6,6,6,1,5,5,4,1,4,5,4,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,24,15,14,29,19,19,20,15,10,24,15,20,15,9,10,25,14,20,5,3,2,12,4,4
788,"EN",5,5,4,5,3,2,3,4,6,2,3,5,7,3,4,5,5,4,4,4,4,4,4,4,4,5,5,5,6,7,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,4,5,6,6,4,5,2,3,2,6,5,7,3,5,5,6,4,5,7,7,6,3,6,7,3,4,5,4,4,7,7,7,7,19,13,13,30,21,25,12,12,8,30,12,19,16,12,9,32,21,17,19,15,9,28,20,28
789,"EN",3,3,3,4,5,5,5,5,5,5,5,5,4,3,4,4,1,1,1,4,4,4,5,5,5,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5,6,4,4,4,3,13,3,8,20,16,16,20,12,8,18,20,21,20,15,8,23,16,21,15,3,8,18,16,15
790,"EN",NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,6,7,6,4,7,NA,NA,NA,NA,NA,NA,7,6,6,7,4,4,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,6,6,7,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,14,35,22,20,24,15,14,28,22,21
791,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,8,24,20,18
792,"EN",6,7,7,7,7,7,7,7,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,7,7,7,4,7,7,7,5,7,7,7,4,7,7,7,4,3,7,4,7,4,7,3,7,2,5,2,5,4,7,5,7,27,21,14,30,25,21,28,21,14,30,26,21,24,21,14,34,25,14,28,21,14,30,25,23
793,"ES",6,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,2,1,1,1,1,1,1,1,1,7,6,4,5,4,3,2,2,7,7,6,6,6,6,7,7,2,2,3,7,4,5,3,6,2,6,3,1,3,2,2,2,2,7,6,6,6,5,3,3,2,5,2,2,2,3,6,5,5,5,2,6,6,7,6,6,6,6,4,3,5,5,7,7,7,24,16,13,38,25,19,21,4,9,28,13,25,20,3,7,29,11,18,20,3,4,12,19,26
794,"ES",6,7,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,3,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,5,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,2,7,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,27,16,14,40,23,17,27,17,14,42,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,"EN",5,5,6,6,5,6,5,6,6,6,6,5,5,5,5,7,6,6,7,6,6,6,6,5,5,5,5,4,6,6,6,6,6,5,6,6,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,4,4,5,5,5,4,6,6,5,4,3,5,5,6,4,6,6,5,4,5,5,3,5,5,7,6,5,5,6,4,6,6,6,6,5,6,5,5,22,19,12,24,21,23,22,18,12,26,19,20,23,16,11,27,21,24,22,14,12,27,17,21
796,"EN",5,4,4,5,6,6,6,6,7,5,5,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5,7,6,5,6,6,6,6,4,7,7,7,7,5,6,5,5,3,3,2,5,5,5,3,4,6,3,3,4,4,5,3,3,18,12,12,30,24,13,24,12,14,30,22,17,22,12,14,34,28,16,20,12,12,26,21,15
797,"EN",6,6,6,6,6,5,5,6,7,7,7,7,7,6,6,7,5,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,5,7,7,7,5,7,7,7,5,7,7,7,5,7,7,7,7,2,6,5,6,7,7,7,7,7,7,7,7,24,17,14,30,24,28,22,18,12,30,26,19,28,21,14,35,26,28,26,21,14,30,26,28
799,"EN",5,6,6,7,7,7,7,7,7,7,6,6,7,7,7,7,1,1,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,7,7,7,4,6,6,7,4,7,7,7,4,3,2,3,3,7,7,7,7,5,6,6,6,7,7,7,7,24,3,14,30,14,11,28,21,14,30,25,28,26,20,14,35,23,23,28,21,14,30,25,28
800,"EN",6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,4,6,6,4,6,6,4,7,7,4,6,6,6,6,7,7,7,7,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,4,6,7,7,4,6,6,6,4,7,7,7,4,4,5,5,5,3,5,4,4,4,5,5,5,4,5,5,5,24,16,12,25,22,19,25,16,12,24,24,16,24,16,14,35,22,19,25,18,14,30,25,19
801,"EN",4,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,7,7,1,7,7,7,6,6,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,25,3,12,30,4,10,4,3,12,30,4,28,28,15,14,35,28,28,28,21,14,30,28,28
802,"ES",1,4,4,4,4,1,1,1,7,6,7,6,7,7,3,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,3,7,7,7,7,7,7,7,4,6,7,6,6,7,4,1,7,7,7,7,7,7,7,7,7,7,7,6,7,7,4,3,3,3,1,1,1,1,6,7,6,4,6,6,6,4,1,3,3,3,1,7,1,1,4,7,6,7,4,4,4,7,13,3,14,38,13,10,7,3,6,31,4,10,26,3,14,49,23,24,24,3,14,41,22,19
803,"EN",4,4,7,7,7,7,7,7,4,4,4,5,4,7,7,7,1,1,1,4,1,1,1,1,1,1,1,1,7,7,7,7,4,4,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,4,4,4,4,7,4,4,4,7,4,4,1,7,7,7,4,4,4,4,4,4,7,7,7,4,7,7,7,7,7,7,7,22,3,14,30,16,16,28,6,14,30,19,25,17,3,8,31,16,25,25,3,14,28,25,28
804,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,"EN",3,6,6,6,3,5,4,5,7,7,6,6,6,7,6,6,4,5,4,5,5,4,6,7,7,6,7,4,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,4,5,4,5,4,7,6,6,4,7,7,7,4,6,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,21,13,10,30,18,27,17,14,11,28,18,22,26,20,12,35,23,22,25,17,12,30,25,28
807,"EN",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,5,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,24,17,12,24,24,24,24,17,12,24,20,24,24,17,12,28,24,24,24,17,12,24,22,20
809,"EN",7,7,7,7,6,5,5,7,6,6,6,6,7,7,7,7,4,4,4,4,4,4,5,5,5,4,4,4,7,7,7,7,6,6,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,6,5,5,4,5,5,4,4,5,7,7,7,5,7,5,5,6,7,6,5,7,7,7,7,28,12,14,30,18,26,23,12,14,30,17,22,24,15,12,30,20,24,28,12,14,30,18,28
812,"EN",5,5,6,5,NA,NA,NA,NA,6,6,5,6,NA,NA,NA,NA,6,6,6,NA,NA,NA,6,6,6,NA,NA,NA,5,5,NA,NA,6,6,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,6,6,5,5,NA,NA,NA,NA,6,6,5,6,NA,NA,NA,NA,5,6,5,5,NA,NA,NA,NA,5,6,6,6,NA,NA,NA,NA,21,18,10,24,22,21,NA,NA,NA,NA,NA,NA,23,18,12,29,23,23,NA,NA,NA,NA,NA,NA
813,"EN",4,6,6,6,4,1,1,1,4,1,4,4,4,1,1,1,5,5,5,1,1,1,5,5,5,5,5,5,6,6,4,4,5,5,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,6,4,4,1,1,1,1,1,5,5,4,1,7,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,22,15,12,30,15,16,7,3,8,18,4,16,13,15,10,21,15,16,7,15,8,16,17,17
814,"EN",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,7,7,7,7,7,4,4,2,7,7,7,4,7,7,7,4,7,7,7,7,7,7,4,4,7,7,4,4,7,7,4,4,28,21,14,30,28,28,28,21,14,24,17,22,28,21,14,35,25,22,28,21,14,26,25,22
815,"EN",7,6,6,7,4,5,5,5,5,5,6,6,6,6,5,5,7,7,7,3,3,2,7,7,7,7,7,7,7,7,3,2,6,6,5,5,5,5,4,4,5,4,2,2,1,2,3,2,4,4,5,4,3,4,5,3,4,3,3,4,3,6,7,7,6,5,3,2,2,6,6,7,4,6,7,5,3,6,5,5,6,3,3,2,3,2,2,5,6,5,5,3,6,26,21,14,27,26,22,19,8,5,12,12,11,22,21,12,29,23,15,22,21,10,20,21,19
816,"EN",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,4,7,7,7,4,7,7,7,4,7,7,7,4,4,4,4,4,7,7,7,7,7,7,7,7,4,6,4,4,28,21,14,30,25,16,28,21,14,30,25,28,28,21,14,35,25,28,28,21,14,30,25,18
817,"EN",6,6,6,6,7,7,7,7,6,5,5,6,6,6,7,6,4,4,4,4,4,4,4,4,4,6,4,4,7,7,7,7,6,6,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,6,7,4,7,7,6,4,5,5,4,4,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,24,12,14,30,24,23,28,12,14,30,24,24,22,12,12,35,18,24,25,14,13,29,22,22
818,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,"EN",6,6,7,7,5,3,2,2,6,6,6,6,6,6,6,7,6,6,5,2,3,3,6,6,6,6,6,7,7,7,3,3,6,6,6,7,5,5,5,5,4,5,4,4,2,4,4,4,5,4,5,5,5,5,5,4,4,4,5,4,4,6,5,6,6,5,2,2,3,6,6,5,6,6,7,6,6,3,5,6,6,2,2,2,3,5,6,6,6,6,6,6,6,26,17,14,29,23,20,12,8,6,22,12,9,24,18,12,34,23,23,25,19,13,25,25,24
820,"EN",4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,5,5,4,5,4,4,3,3,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,19,12,8,24,18,20,16,12,6,18,16,16,16,14,8,28,20,16,19,14,10,24,20,16
821,"EN",NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,6,7,7,7,6,6,NA,NA,NA,NA,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,5,5,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,6,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,5,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,20,13,33,25,18,27,19,13,27,25,22
822,"EN",5,4,5,5,5,4,4,5,6,5,5,6,5,5,4,5,6,5,4,4,4,4,5,4,4,4,4,4,7,6,5,5,6,6,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,4,4,4,4,4,4,6,6,6,4,5,5,5,4,6,6,6,4,5,5,5,3,4,5,5,6,4,5,5,5,5,6,5,5,5,5,5,5,19,15,13,30,22,20,18,12,10,18,19,19,22,13,12,35,22,21,19,12,10,24,18,20
823,"EN",7,7,7,7,6,3,6,4,7,7,7,7,6,6,6,6,7,7,4,1,1,1,7,7,4,7,7,4,7,7,5,2,7,7,7,7,5,5,5,5,5,5,5,5,3,3,3,2,5,5,5,5,5,4,5,4,4,4,4,5,5,7,7,7,5,5,2,2,1,7,6,7,4,6,6,6,4,4,6,4,6,4,6,6,6,4,4,4,4,6,6,4,6,28,18,14,30,26,20,19,3,7,21,10,22,28,18,14,34,24,16,24,18,14,26,22,22
824,"ES",7,4,7,7,6,2,4,3,7,4,4,5,6,4,4,2,5,4,1,1,1,1,4,2,2,1,1,1,7,7,5,5,7,7,3,3,7,7,7,7,7,7,5,5,4,4,3,6,7,7,7,7,7,4,5,5,5,6,2,2,6,7,7,7,4,6,6,6,4,7,7,7,4,3,5,5,2,4,7,7,7,6,6,6,6,7,4,1,3,4,6,6,6,25,10,14,42,25,25,15,3,10,27,22,24,20,8,14,44,25,15,16,3,6,26,15,22
825,"EN",5,6,6,4,4,4,5,6,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,3,5,6,6,4,3,4,1,2,2,4,4,4,2,5,3,4,4,3,3,2,4,3,3,4,4,3,2,3,6,6,6,2,6,6,6,1,5,4,5,1,5,6,6,1,4,7,5,2,2,7,4,5,1,6,5,3,2,6,2,5,21,12,11,16,20,18,19,12,12,22,19,18,17,12,8,23,15,15,20,12,12,19,18,15
826,"EN",6,7,7,7,7,6,6,6,7,6,6,7,5,4,3,5,7,7,7,7,7,7,7,7,7,6,5,5,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,4,7,6,7,2,7,6,6,2,7,7,7,2,5,5,6,3,4,7,6,6,6,6,6,6,7,6,6,7,6,6,5,6,27,21,14,30,22,23,25,21,14,30,21,24,26,21,12,35,23,26,17,16,12,25,19,23
827,"EN",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,4,7,1,1,1,1,1,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,3,14,30,28,28,28,18,14,30,22,28,28,9,14,35,22,28,28,3,14,30,28,28
828,"EN",5,5,4,5,4,6,5,2,7,6,6,7,7,4,5,7,5,1,2,1,1,1,6,2,2,6,3,4,3,3,3,3,7,7,7,7,3,4,4,4,3,4,3,3,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,3,3,3,7,7,7,4,7,7,7,4,4,5,4,3,4,6,6,4,6,6,6,6,6,6,7,6,19,8,6,22,16,16,17,3,6,15,11,20,26,10,14,35,25,24,23,13,14,30,25,25
